序号,字,拼音,组词1,组词1拼音,组词2,组词2拼音,备注
2216,畏,wèi,畏惧,wèi jù,敬畏,jìng wèi,
2217,魏,wèi,阿魏,ā wèi,,,
2218,遮,zhē,遮住,zhē zhù,遮掩,zhē yǎn,
2219,凰,huáng,凤凰,fèng huáng,凤凰木,fèng huáng mù,
2220,滤,lǜ,过滤,guò lǜ,滤波,lǜ bō,
2221,朴,pǔ / piáo / pò,朴素,pǔ sù,朴实,pǔ shí,
2222,藤,téng,常春藤,cháng chūn téng,紫藤,zǐ téng,
2223,贱,jiàn,贱人,jiàn rén,贱货,jiàn huò,
2224,锻,duàn,锻炼,duàn liàn,锻造,duàn zào,
2225,钓,diào,钓鱼,diào yú,垂钓,chuí diào,
2226,肖,xiào / xiāo,肖像,xiào xiàng,生肖,shēng xiào,
2227,娶,qǔ,迎娶,yíng qǔ,娶妻,qǔ qī,
2228,俘,fú,战俘,zhàn fú,被俘,bèi fú,
2229,舱,cāng,机舱,jī cāng,驾驶舱,jià shǐ cāng,
2230,叠,dié,重叠,chóng dié,折叠,zhé dié,
2231,咒,zhòu,咒语,zhòu yǔ,咒骂,zhòu mà,
2232,柳,liǔ,柳树,liǔ shù,杨柳,yáng liǔ,
2233,嘿,hēi,嘿嘿,hēi hēi,,,
2234,柬,jiǎn,请柬,qǐng jiǎn,,,
2235,蕾,lěi,蕾丝,lěi sī,味蕾,wèi lěi,
2236,粤,yuè,粤语,yuè yǔ,,,
2237,燕,yàn / yān,燕子,yàn zi,海燕,hǎi yàn,
2238,淋,lín / lìn,淋浴,lín yù,淋巴,lín bā,
2239,斩,zhǎn,斩首,zhǎn shǒu,斩断,zhǎn duàn,
2240,缔,dì,取缔,qǔ dì,缔结,dì jié,
2241,匪,fěi,土匪,tǔ fěi,匪徒,fěi tú,
2242,兆,zhào,征兆,zhēng zhào,预兆,yù zhào,
2243,虾,xiā / há,龙虾,lóng xiā,虾子,xiā zi,
2244,澡,zǎo,洗澡,xí zǎo,澡堂,zǎo táng,
2245,鸦,yā,鸦片,yā piàn,涂鸦,tú yā,
2246,螺,luó,螺旋,luó xuán,螺丝,luó sī,
2247,膀,bǎng / pāng / páng,肩膀,jiān bǎng,膀子,bǎng zi,
2248,钩,gōu,挂钩,guà gōu,脱钩,tuō gōu,
2249,屡,lǚ,屡屡,lǚ lǚ,屡次,lǚ cì,
2250,宰,zǎi,主宰,zhǔ zǎi,宰相,zǎi xiàng,
2251,塌,tā,倒塌,dǎo tā,崩塌,bēng tā,
2252,卸,xiè,卸任,xiè rèn,卸载,xiè zài,
2253,侯,hóu / hòu,诸侯,zhū hóu,侯爵,hóu jué,
2254,猴,hóu,猴子,hóu zi,狐猴,hú hóu,
2255,瘤,liú,肿瘤,zhǒng liú,毒瘤,dú liú,
2256,彰,zhāng,表彰,biǎo zhāng,彰显,zhāng xiǎn,
2257,仗,zhàng,打仗,dǎ zhàng,胜仗,shèng zhàng,
2258,罐,guàn,罐头,guàn tou,罐子,guàn zi,
2259,虹,hóng,彩虹,cǎi hóng,虹桥,hóng qiáo,
2260,俺,ǎn,俺们,ǎn men,,,
2261,姊,zǐ,姊妹,zǐ mèi,姊姊,zǐ zǐ,
2262,垫,diàn,床垫,chuáng diàn,垫底,diàn dǐ,
2263,浩,hào,浩劫,hào jié,浩大,hào dà,
2264,堕,duò,堕落,duò luò,堕胎,duò tāi,
2265,侍,shì,侍郎,shì láng,服侍,fú shì,
2266,攀,pān,攀升,pān shēng,攀登,pān dēng,
2267,僧,sēng,僧人,sēng rén,僧侣,sēng lǚ,
2268,珊,shān,珊瑚,shān hú,珊瑚礁,shān hú jiāo,
2269,眉,méi,眉毛,méi máo,美眉,měi méi,
2270,巫,wū,巫师,wū shī,女巫,nǚ wū,
2271,滞,zhì,停滞,tíng zhì,滞留,zhì liú,
2272,鸿,hóng,鸿沟,hóng gōu,飞鸿,fēi hóng,
2273,钉,dīng / dìng,钉子,dīng zi,眼中钉,yǎn zhōng dīng,
2274,翁,wēng,富翁,fù wēng,老翁,lǎo wēng,
2275,垒,lěi,堡垒,báo lěi,壁垒,bì lěi,
2276,盼,pàn,盼望,pàn wàng,期盼,qī pàn,
2277,摊,tān,摊位,tān wèi,摊贩,tān fàn,
2278,脾,pí,脾气,pí qì,发脾气,fā pí qì,
2279,熙,xī,康熙,kāng xī,熙攘,xī rǎng,
2280,棍,gùn,棍子,gùn zi,光棍,guāng gùn,
2281,焚,fén,焚烧,fén shāo,自焚,zì fén,
2282,哼,hēng / hng,哼唱,hēng chàng,哼声,hēng shēng,
2283,粘,zhān / nián,粘土,nián tǔ,粘贴,zhān tiē,
2284,挫,cuò,挫折,cuò zhé,挫败,cuò bài,
2285,肆,sì,大肆,dà sì,肆虐,sì nüè,
2286,槽,cáo,跳槽,tiào cáo,吐槽,tǔ cáo,
2287,哟,yō / yo,哎哟,āi yō,啊哟,a yō,
2288,瓷,cí,陶瓷,táo cí,瓷器,cí qì,
2289,煌,huáng,辉煌,huī huáng,,,
2290,稻,dào,水稻,shuǐ dào,稻草,dào cǎo,
2291,凑,còu,紧凑,jǐn còu,凑合,còu hé,
2292,逢,féng,每逢,měi féng,重逢,chóng féng,
2293,蔽,bì,屏蔽,píng bì,隐蔽,yǐn bì,
2294,厢,xiāng,车厢,chē xiāng,包厢,bāo xiāng,
2295,庇,bì,庇护,bì hù,包庇,bāo bì,
2296,盆,pén,盆地,pén dì,花盆,huā pén,
2297,撕,sī,撕裂,sī liè,撕开,sī kāi,
2298,肾,shèn,肾脏,shèn zàng,肾结石,shèn jié shí,
2299,纱,shā,婚纱,hūn shā,面纱,miàn shā,
2300,孝,xiào,孝顺,xiào shùn,孝子,xiào zi,
2301,蚀,shí,侵蚀,qīn shí,腐蚀,fǔ shí,
2302,踩,cǎi,踩踏,cǎi tà,踩点,cái diǎn,
2303,驰,chí,奔驰,bēn chí,驰名,chí míng,
2304,唇,chún,嘴唇,zuǐ chún,阴唇,yīn chún,
2305,挽,wǎn,挽救,wǎn jiù,挽回,wǎn huí,
2306,涛,tāo,胡锦涛,hú jǐn tāo,波涛,bō tāo,
2307,谜,mí / mèi,谜团,mí tuán,谜语,mí yǔ,
2308,愧,kuì,羞愧,xiū kuì,不愧,bú kuì,
2309,寡,guǎ,寡妇,guǎ fù,寡头,guǎ tóu,
2310,绵,mián,海绵,hǎi mián,绵羊,mián yáng,
2311,飘,piāo,飘扬,piāo yáng,飘浮,piāo fú,
2312,瞄,miáo,瞄准,miáo zhǔn,瞄准具,miáo zhǔn jù,
2313,儒,rú,儒雅,rú yǎ,儒生,rú shēng,
2314,淮,huái,江淮,jiāng huái,淮山,huái shān,
2315,蜡,là,蜡笔,là bǐ,蜡像,là xiàng,
2316,咸,xián,咸菜,xián cài,咸鱼,xián yú,
2317,樱,yīng,樱花,yīng huā,樱桃,yīng táo,
2318,肢,zhī,肢体,zhī tǐ,四肢,sì zhī,
2319,鹅,é,企鹅,qǐ é,天鹅,tiān é,
2320,漆,qī,油漆,yóu qī,漆黑,qī hēi,
2321,谬,miù,荒谬,huāng miù,谬误,miù wù,
2322,坝,bà,大坝,dà bà,水坝,shuǐ bà,
2323,喻,yù,比喻,bǐ yù,隐喻,yǐn yù,
2324,卿,qīng,国务卿,guó wù qīng,公卿,gōng qīng,
2325,顷,qǐng,公顷,gōng qǐng,顷刻,qǐng kè,
2326,喇,lǎ / lā,哈喇,hā lǎ,喇舌,lǎ shé,
2327,吕,lǚ,律吕,lǜ lǚ,,,
2328,贤,xián,贤者,xián zhě,圣贤,shèng xián,
2329,芒,máng,光芒,guāng máng,芒果,máng guǒ,
2330,汁,zhī,果汁,guǒ zhī,多汁,duō zhī,
2331,竭,jié,竭力,jié lì,衰竭,shuāi jié,
2332,贬,biǎn,贬值,biǎn zhí,贬低,biǎn dī,
2333,芯,xīn / xìn,芯片,xīn piàn,滤芯,lǜ xīn,
2334,寞,mò,寂寞,jì mò,落寞,luò mò,
2335,庸,yōng,平庸,píng yōng,庸俗,yōng sú,
2336,彭,péng,彭德怀,péng dé huái,彭博,péng bó,
2337,坞,wù,好莱坞,hǎo lái wù,船坞,chuán wù,
2338,帖,tiē / tiě / tiè,帖子,tiě zi,发帖,fā tiē,
2339,衍,yǎn,衍生,yǎn shēng,繁衍,fán yǎn,
2340,啤,pí,啤酒,pí jiǔ,啤酒厂,pí jiǔ chǎng,
2341,饶,ráo,饶舌,ráo shé,求饶,qiú ráo,
2342,钥,yuè,密钥,mì yào,私钥,sī yào,
2343,阀,fá,军阀,jūn fá,财阀,cái fá,
2344,慨,kǎi,愤慨,fèn kǎi,感慨,gǎn kǎi,
2345,袁,yuán,袁世凯,yuán shì kǎi,袁绍,yuán shào,
2346,俊,jùn,英俊,yīng jùn,俊杰,jùn jié,
2347,翔,xiáng,飞翔,fēi xiáng,翔实,xiáng shí,
2348,裹,guǒ,包裹,bāo guǒ,裹脚,guǒ jiǎo,
2349,筒,tǒng,话筒,huà tǒng,手电筒,shǒu diàn tǒng,
2350,夷,yí,夷平,yí píng,蛮夷,mán yí,
2351,弦,xián,和弦,hé xián,琴弦,qín xián,
2352,唉,āi / ài,,,,,
2353,筋,jīn,钢筋,gāng jīn,脑筋,nǎo jīn,
2354,抖,dǒu,发抖,fā dǒu,抖动,dǒu dòng,
2355,顽,wán,顽固,wán gù,顽强,wán qiáng,
2356,盯,dīng,盯上,dīng shàng,盯住,dīng zhù,
2357,呐,nà / na,呐喊,nà hǎn,天呐,tiān nà,
2358,坎,kǎn,心坎,xīn kǎn,坎肩,kǎn jiān,
2359,瘾,yǐn,上瘾,shàng yǐn,过瘾,guò yǐn,
2360,喉,hóu,喉舌,hóu shé,深喉,shēn hóu,
2361,霉,méi,倒霉,dǎo méi,发霉,fā méi,
2362,萧,xiāo,萧条,xiāo tiáo,萧瑟,xiāo sè,
2363,卒,zú / cù,狱卒,yù zú,士卒,shì zú,
2364,奢,shē,奢华,shē huá,奢望,shē wàng,
2365,株,zhū,植株,zhí zhū,株连,zhū lián,
2366,捡,jiǎn,捡拾,jiǎn shí,捡漏,jiǎn lòu,
2367,泼,pō,活泼,huó pō,泼妇,pō fù,
2368,颂,sòng,歌颂,gē sòng,赞颂,zàn sòng,
2369,枢,shū,枢纽,shū niǔ,中枢,zhōng shū,
2370,屎,shǐ,拉屎,lā shǐ,狗屎,gǒu shǐ,
2371,掀,xiān,掀起,xiān qǐ,掀开,xiān kāi,
2372,蝶,dié,蝶泳,dié yǒng,凤蝶,fèng dié,
2373,暑,shǔ,暑假,shǔ jià,暑期,shǔ qī,
2374,挨,āi / ái,挨打,ái dǎ,挨饿,ái è,
2375,浆,jiāng / jiàng,岩浆,yán jiāng,血浆,xuè jiāng,
2376,潘,pān,潘金莲,pān jīn lián,潘基文,pān jī wén,
2377,熬,áo / āo,熬夜,áo yè,难熬,nán áo,
2378,梨,lí,雪梨,xuě lí,凤梨,fèng lí,
2379,晃,huǎng / huàng,摇晃,yáo huàng,晃动,huàng dòng,
2380,匙,shi / chí,钥匙,yào shi,汤匙,tāng chí,
2381,芙,fú,舒芙蕾,shū fú lěi,芙蓉,fú róng,
2382,烛,zhú,蜡烛,là zhú,烛光,zhú guāng,
2383,丸,wán,药丸,yào wán,丸子,wán zi,
2384,靖,jìng,嘉靖,jiā jìng,平靖,píng jìng,
2385,湘,xiāng,湘江,xiāng jiāng,湘军,xiāng jūn,
2386,坪,píng,草坪,cǎo píng,停机坪,tíng jī píng,
2387,剖,pōu,解剖,jiě pōu,剖析,pōu xī,
2388,橡,xiàng,橡胶,xiàng jiāo,橡皮,xiàng pí,
2389,腺,xiàn,乳腺癌,rǔ xiàn ái,甲状腺,jiǎ zhuàng xiàn,
2390,蓬,péng,蓬勃,péng bó,蓬松,péng sōng,
2391,禽,qín,禽兽,qín shòu,家禽,jiā qín,
2392,塘,táng,池塘,chí táng,水塘,shuǐ táng,
2393,奠,diàn,奠定,diàn dìng,奠基,diàn jī,
2394,勉,miǎn,勉强,mián qiǎng,勉励,miǎn lì,
2395,侮,wǔ,侮辱,wǔ rǔ,欺侮,qī wǔ,
2396,诀,jué,秘诀,mì jué,口诀,kǒu jué,
2397,矮,ǎi,矮子,ǎi zi,矮人,ǎi rén,
2398,亭,tíng,凉亭,liáng tíng,亭子,tíng zi,
2399,豹,bào,海豹,hǎi bào,猎豹,liè bào,
2400,妄,wàng,妄想,wàng xiǎng,妄图,wàng tú,
2401,刮,guā,搜刮,sōu guā,刮伤,guā shāng,
2402,佑,yòu,保佑,bǎo yòu,天佑,tiān yòu,
2403,芳,fāng,芳香,fāng xiāng,芬芳,fēn fāng,
2404,扁,biǎn / piān,扁平,biǎn píng,压扁,yā biǎn,
2405,逗,dòu,逗留,dòu liú,挑逗,tiǎo dòu,
2406,酿,niàng,酿成,niàng chéng,酿酒,niàng jiǔ,
2407,趟,tàng / tāng,一趟,yī tàng,这趟,zhè tàng,
2408,腥,xīng,血腥,xuè xīng,偷腥,tōu xīng,
2409,耍,shuǎ,玩耍,wán shuǎ,杂耍,zá shuǎ,
2410,雀,què / qiāo,麻雀,má què,孔雀,kǒng què,
2411,搏,bó,拼搏,pīn bó,搏斗,bó dòu,
2412,氢,qīng,氢弹,qīng dàn,氢气,qīng qì,
2413,旱,hàn,干旱,gān hàn,旱灾,hàn zāi,
2414,匠,jiàng,工匠,gōng jiàng,木匠,mù jiàng,
2415,勿,wù,请勿,qǐng wù,切勿,qiè wù,
2416,脖,bó,脖子,bó zi,脖颈,bó gěng,
2417,诡,guǐ,诡异,guǐ yì,诡计,guǐ jì,
2418,坟,fén,坟墓,fén mù,祖坟,zǔ fén,
2419,逛,guàng,逛街,guàng jiē,逛逛,guàng guàng,
2420,韵,yùn,神韵,shén yùn,韵味,yùn wèi,
2421,捍,hàn,捍卫,hàn wèi,捍卫者,hàn wèi zhě,
2422,浑,hún,浑身,hún shēn,浑圆,hún yuán,
2423,芭,bā,芭蕾,bā lěi,芭蕾舞,bā lěi wǔ,
2424,毙,bì,击毙,jī bì,枪毙,qiāng bì,
2425,畴,chóu,范畴,fàn chóu,平畴,píng chóu,
2426,蛛,zhū,蛛网,zhū wǎng,狼蛛,láng zhū,
2427,噪,zào,噪音,zào yīn,噪声,zào shēng,
2428,沪,hù,京沪,jīng hù,沪宁,hù níng,
2429,溜,liū / liù,溜冰,liū bīng,溜达,liū dá,
2430,玄,xuán,玄机,xuán jī,玄学,xuán xué,
2431,卵,luǎn,产卵,chǎn luǎn,卵子,luǎn zi,
2432,汪,wāng,汪洋,wāng yáng,汪汪,wāng wāng,
2433,殴,ōu,殴打,ōu dǎ,斗殴,dòu ōu,
2434,巢,cháo,巢穴,cháo xué,卵巢,luǎn cháo,
2435,衫,shān,衣衫,yī shān,汗衫,hàn shān,
2436,捞,lāo,捕捞,bǔ lāo,打捞,dǎ lāo,
2437,轿,jiào,轿车,jiào chē,轿子,jiào zi,
2438,舟,zhōu,方舟,fāng zhōu,龙舟,lóng zhōu,
2439,冤,yuān,冤家,yuān jiā,冤案,yuān àn,
2440,琼,qióng,琼脂,qióng zhī,,,
2441,仲,zhòng,仲裁,zhòng cái,仲介,zhòng jiè,
2442,淹,yān,淹没,yān mò,淹死,yān sǐ,
2443,燥,zào,干燥,gān zào,燥热,zào rè,
2444,峻,jùn,严峻,yán jùn,险峻,xiǎn jùn,
2445,毅,yì,毅力,yì lì,毅然,yì rán,
2446,醇,chún,乙醇,yǐ chún,胆固醇,dǎn gù chún,
2447,衬,chèn,衬衫,chèn shān,衬衣,chèn yī,
2448,椒,jiāo,辣椒,là jiāo,胡椒,hú jiāo,
2449,娇,jiāo,撒娇,sā jiāo,娇小,jiāo xiǎo,
2450,晴,qíng,晴天,qíng tiān,晴朗,qíng lǎng,
2451,仑,lún,加仑,jiā lún,库仑,kù lún,
2452,栖,qī / xī,栖息,qī xī,两栖,liǎng qī,
2453,澄,chéng / dèng,澄清,chéng qīng,清澄,qīng chéng,
2454,鹏,péng,大鹏,dà péng,黄鹏,huáng péng,
2455,渊,yuān,深渊,shēn yuān,渊源,yuān yuán,
2456,匆,cōng,匆匆,cōng cōng,匆忙,cōng máng,
2457,撼,hàn,震撼,zhèn hàn,撼动,hàn dòng,
2458,溯,sù,追溯,zhuī sù,溯源,sù yuán,
2459,睹,dǔ,目睹,mù dǔ,一睹,yī dǔ,
2460,蚁,yǐ,白蚁,bái yǐ,工蚁,gōng yǐ,
2461,菩,pú,菩萨,pú sà,菩提,pú tí,
2462,菊,jú,菊花,jú huā,黄菊,huáng jú,
2463,铸,zhù,铸造,zhù zào,铸币,zhù bì,
2464,洒,sǎ,洒脱,sǎ tuō,喷洒,pēn sǎ,
2465,栽,zāi,栽培,zāi péi,栽种,zāi zhòng,
2466,臀,tún,臀部,tún bù,臀围,tún wéi,
2467,凸,tū,凸显,tū xiǎn,凸现,tū xiàn,
2468,翅,chì,翅膀,chì bǎng,展翅,zhǎn chì,
2469,焰,yàn,火焰,huǒ yàn,烈焰,liè yàn,
2470,鲸,jīng,鲸鱼,jīng yú,捕鲸,bǔ jīng,
2471,硫,liú,硫酸,liú suān,硫化,liú huà,
2472,颖,yǐng,新颖,xīn yǐng,聪颖,cōng yǐng,
2473,脊,jǐ,脊梁,jí liáng,山脊,shān jí,
2474,陋,lòu,丑陋,chǒu lòu,简陋,jiǎn lòu,
2475,碟,dié,飞碟,fēi dié,光碟,guāng dié,
2476,冯,féng / píng,冯玉祥,féng yù xiáng,冯友兰,féng yǒu lán,
2477,喘,chuǎn,喘息,chuǎn xī,喘气,chuǎn qì,
2478,辰,chén,诞辰,dàn chén,星辰,xīng chén,
2479,泣,qì,哭泣,kū qì,抽泣,chōu qì,
2480,淀,diàn,沉淀,chén diàn,淀粉,diàn fěn,
2481,碧,bì,碧玉,bì yù,碧蓝,bì lán,
2482,昭,zhāo,昭示,zhāo shì,昭雪,zhāo xuě,
2483,稽,jī / qǐ,滑稽,huá jī,稽查,jī chá,
2484,浸,jìn,沉浸,chén jìn,浸泡,jìn pào,
2485,尉,wèi / yù,上尉,shàng wèi,中尉,zhōng wèi,
2486,猩,xīng,猩猩,xīng xīng,大猩猩,dà xīng xīng,
2487,冶,yě,冶金,yě jīn,冶炼,yě liàn,
2488,窄,zhǎi,狭窄,xiá zhǎi,窄小,zhǎi xiǎo,
2489,贞,zhēn,贞观,zhēn guàn,忠贞,zhōng zhēn,
2490,捏,niē,捏造,niē zào,拿捏,ná niē,
2491,悼,dào,悼念,dào niàn,哀悼,āi dào,
2492,沾,zhān,沾满,zhān mǎn,沾染,zhān rǎn,
2493,隧,suì,隧道,suì dào,隧洞,suì dòng,
2494,荆,jīng,紫荆,zǐ jīng,荆楚网,jīng chǔ wǎng,
2495,篷,péng,帐篷,zhàng péng,斗篷,dǒu péng,
2496,乞,qǐ,乞讨,qǐ tǎo,乞求,qǐ qiú,
2497,勘,kān,勘探,kān tàn,勘察,kān chá,
2498,蕉,jiāo / qiáo,香蕉,xiāng jiāo,芭蕉,bā jiāo,
2499,迄,qì,迄今,qì jīn,,,
2500,茅,máo,茅台,máo tái,茅台酒,máo tái jiǔ,
2501,歪,wāi / wǎi,歪曲,wāi qū,歪风,wāi fēng,
2502,沫,mò,泡沫,pào mò,白沫,bái mò,
2503,榴,liú,手榴弹,shǒu liú dàn,石榴,shí liú,
2504,茄,jiā / qié,番茄,fān qié,茄子,qié zi,
2505,晤,wù,会晤,huì wù,晤面,wù miàn,
2506,捧,pěng,追捧,zhuī pěng,吹捧,chuī pěng,
2507,昔,xī,昔日,xī rì,往昔,wǎng xī,
2508,谦,qiān,谦虚,qiān xū,谦卑,qiān bēi,
2509,呜,wū,呜呜,wū wū,呜呼,wū hū,
2510,翘,qiào / qiáo,翘楚,qiáo chǔ,连翘,lián qiáo,
2511,墅,shù,别墅,bié shù,,,
2512,桩,zhuāng,一桩,yī zhuāng,木桩,mù zhuāng,
2513,崖,yá,悬崖,xuán yá,断崖,duàn yá,
2514,鞭,biān,鞭打,biān dǎ,鞭子,biān zi,
2515,杠,gāng / gàng,杠杆,gàng gǎn,单杠,dān gàng,
2516,棺,guān,棺材,guān cái,棺木,guān mù,
2517,闽,mǐn,闽南,mǐn nán,闽江,mǐn jiāng,
2518,枕,zhěn,枕头,zhěn tou,枕木,zhěn mù,
2519,铭,míng,铭记,míng jì,铭文,míng wén,
2520,缚,fù,束缚,shù fù,绑缚,bǎng fù,
2521,烹,pēng,烹调,pēng tiáo,烹煮,pēng zhǔ,
2522,嫂,sǎo,嫂子,sǎo zi,大嫂,dà sǎo,
2523,搅,jiǎo,搅乱,jiǎo luàn,搅动,jiǎo dòng,
2524,榄,lǎn,橄榄,gǎn lǎn,橄榄球,gǎn lǎn qiú,
2525,赦,shè,赦免,shè miǎn,特赦,tè shè,
2526,柄,bǐng,手柄,shǒu bǐng,把柄,bá bǐng,
2527,稚,zhì,幼稚,yòu zhì,幼稚园,yòu zhì yuán,
2528,氓,máng / méng,流氓,liú máng,流氓罪,liú máng zuì,
2529,崔,cuī,崔巍,cuī wēi,,,
2530,巷,xiàng,小巷,xiǎo xiàng,巷子,xiàng zi,
2531,蝴,hú,蝴蝶,hú dié,蝴蝶结,hú dié jié,
2532,垮,kuǎ,垮台,kuǎ tái,打垮,dá kuǎ,
2533,钦,qīn,钦佩,qīn pèi,钦定,qīn dìng,
2534,躁,zào,烦躁,fán zào,暴躁,bào zào,
2535,瓣,bàn,豆瓣,dòu bàn,花瓣,huā bàn,
2536,鄙,bǐ,卑鄙,bēi bǐ,鄙视,bǐ shì,
2537,棕,zōng,棕色,zōng sè,油棕,yóu zōng,
2538,磅,bàng / páng,重磅,zhòng bàng,过磅,guò bàng,
2539,睁,zhēng,眼睁睁,yǎn zhēng zhēng,睁开,zhēng kāi,
2540,沼,zhǎo,沼泽,zhǎo zé,沼气,zhǎo qì,
2541,恳,kěn,恳求,kěn qiú,诚恳,chéng kěn,
2542,瘫,tān,脑瘫,nǎo tān,面瘫,miàn tān,
2543,棵,kē,一棵,yī kē,,,
2544,膝,xī,膝盖,xī gài,膝下,xī xià,
2545,驴,lǘ,驴子,lǘ zi,毛驴,máo lǘ,
2546,赁,lìn,租赁,zū lìn,,,
2547,膏,gāo / gào,牙膏,yá gāo,石膏,shí gāo,
2548,逸,yì,逃逸,táo yì,安逸,ān yì,
2549,甩,shuǎi,甩掉,shuǎi diào,甩开,shuǎi kāi,
2550,铅,qiān / yán,铅笔,qiān bǐ,铅球,qiān qiú,
2551,爪,zhǎo / zhuǎ,爪子,zhuǎ zi,爪牙,zhǎo yá,
2552,挠,náo,阻挠,zǔ náo,挠头,náo tóu,
2553,愁,chóu,忧愁,yōu chóu,发愁,fā chóu,
2554,舶,bó,船舶,chuán bó,舶来品,bó lái pǐn,
2555,涡,wō / guō,涡轮,wō lún,旋涡,xuán wō,
2556,腻,nì,细腻,xì nì,油腻,yóu nì,
2557,氨,ān,氨基酸,ān jī suān,氨基,ān jī,
2558,妒,dù,妒忌,dù jì,忌妒,jì dù,
2559,赎,shú,救赎,jiù shú,赎金,shú jīn,
2560,枯,kū,枯竭,kū jié,枯燥,kū zào,
2561,萌,méng,萌生,méng shēng,萌发,méng fā,
2562,拐,guǎi,诱拐,yòu guǎi,拐卖,guǎi mài,
2563,蟹,xiè,河蟹,hé xiè,蟹肉,xiè ròu,
2564,赂,lù,贿赂,huì lù,性贿赂,xìng huì lù,
2565,缆,lǎn,电缆,diàn lǎn,缆车,lǎn chē,
2566,钞,chāo,钞票,chāo piào,假钞,jiǎ chāo,
2567,帆,fān,帆船,fān chuán,帆布,fān bù,
2568,烫,tàng,烫伤,tàng shāng,滚烫,gǔn tàng,
2569,纬,wěi,北纬,béi wěi,纬度,wěi dù,
2570,卦,guà,八卦,bā guà,变卦,biàn guà,
2571,蕴,yùn,蕴藏,yùn cáng,蕴含,yùn hán,
2572,茎,jīng,阴茎,yīn jīng,根茎,gēn jīng,
2573,虏,lǔ,俘虏,fú lǔ,虏获,lǔ huò,
2574,涩,sè,羞涩,xiū sè,苦涩,kǔ sè,
2575,芽,yá,萌芽,méng yá,发芽,fā yá,
2576,橄,gǎn,橄榄,gǎn lǎn,橄榄球,gǎn lǎn qiú,
2577,茂,mào,茂盛,mào shèng,茂密,mào mì,
2578,痒,yǎng,痒痒,yǎng yǎng,发痒,fā yǎng,
2579,鼎,dǐng,鼎盛,dǐng shèng,问鼎,wèn dǐng,
2580,谭,tán,谭震林,tán zhèn lín,谭盾,tán dùn,
2581,蜘,zhī,蜘蛛,zhī zhū,蜘蛛人,zhī zhū rén,
2582,筛,shāi,筛选,shāi xuǎn,筛查,shāi chá,
2583,倦,juàn,厌倦,yàn juàn,疲倦,pí juàn,
2584,哄,hǒng / hōng / hòng,起哄,qǐ hòng,哄骗,hǒng piàn,
2585,玲,líng,玲玲,líng líng,,,
2586,窥,kuī,偷窥,tōu kuī,窥探,kuī tàn,
2587,吼,hǒu,怒吼,nù hǒu,吼叫,hǒu jiào,
2588,蔓,màn / mán,蔓延,màn yán,藤蔓,téng wàn,
2589,濒,bīn,濒临,bīn lín,濒危,bīn wēi,
2590,姜,jiāng,生姜,shēng jiāng,姜黄,jiāng huáng,
2591,砂,shā,砂石,shā shí,砂岩,shā yán,
2592,恕,shù,宽恕,kuān shù,饶恕,ráo shù,
2593,捣,dǎo,捣乱,dǎo luàn,捣毁,dǎo huǐ,
2594,鹤,hè,白鹤,bái hè,仙鹤,xiān hè,
2595,薯,shǔ,马铃薯,mǎ líng shǔ,薯条,shǔ tiáo,
2596,碱,jiǎn,碱性,jiǎn xìng,碱基,jiǎn jī,
2597,腕,wàn,手腕,shǒu wàn,腕表,wàn biǎo,
2598,锤,chuí,锤子,chuí zi,大锤,dà chuí,
2599,驼,tuó,驼峰,tuó fēng,驼背,tuó bèi,
2600,煎,jiān,煎熬,jiān áo,煎饼,jiān bǐng,
2601,潭,tán,泥潭,ní tán,水潭,shuǐ tán,
2602,壶,hú,水壶,shuǐ hú,茶壶,chá hú,
2603,岂,qǐ / kǎi,岂料,qǐ liào,岂止,qí zhǐ,
2604,掷,zhì,投掷,tóu zhì,抛掷,pāo zhì,
2605,霜,shuāng,面霜,miàn shuāng,防晒霜,fáng shài shuāng,
2606,钮,niǔ,按钮,àn niǔ,旋钮,xuán niǔ,
2607,羡,xiàn,羡慕,xiàn mù,艳羡,yàn xiàn,
2608,肮,āng,肮脏,āng zāng,,,
2609,蛙,wā,青蛙,qīng wā,牛蛙,niú wā,
2610,肪,fáng,脂肪,zhī fáng,脂肪酸,zhī fáng suān,
2611,婶,shěn,婶婶,shěn shěn,大婶,dà shěn,
2612,宵,xiāo,通宵,tōng xiāo,宵禁,xiāo jìn,
2613,酵,jiào,发酵,fā jiào,酵母,jiào mǔ,
2614,铝,lǚ,铝合金,lǚ hé jīn,氧化铝,yǎng huà lǚ,
2615,沮,jǔ,沮丧,jǔ sàng,,,
2616,崭,zhǎn,崭新,zhǎn xīn,,,
2617,闸,zhá,闸门,zhá mén,水闸,shuǐ zhá,
2618,屯,tún / zhūn,屯子,tún zi,屯驻,tún zhù,
2619,魁,kuí,党魁,dǎng kuí,罪魁,zuì kuí,
2620,绎,yì,演绎,yǎn yì,络绎,luò yì,
2621,毯,tǎn,地毯,dì tǎn,毛毯,máo tǎn,
2622,冀,jì,希冀,xī jì,期冀,qī jì,
2623,弓,gōng,弓箭,gōng jiàn,弹弓,dàn gōng,
2624,侄,zhí,侄子,zhí zi,侄女,zhí nǚ,
2625,渣,zhā,人渣,rén zhā,残渣,cán zhā,
2626,吟,yín,吟唱,yín chàng,吟诗,yín shī,
2627,捆,kǔn,捆绑,kǔn bǎng,捆缚,kǔn fù,
2628,泌,mì / bì,分泌,fēn mì,内分泌,nèi fēn mì,
